Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1,14692616,B11901053,"2025-11-21 14:41:40",0.7740,34,murphhsu
2,14758330,R14922142,"2025-11-22 12:04:23",0.7697,16,misuhsieh
3,14666334,b13902060,"2025-11-21 02:49:50",0.7674,33,cwh555
4,14696909,R14922164,"2025-11-20 10:44:49",0.7668,23,davidg34
5,14636757,R14922010,"2025-11-15 17:30:38",0.7626,17,ytbr14
6,14746862,R14943027,"2025-11-21 09:04:46",0.7605,19,jeffchen2025
7,14672357,B11901152,"2025-11-21 15:09:46",0.7597,24,dereklin20031205
8,14723658,R14945026,"2025-11-20 20:23:40",0.7578,17,maxzyz
9,14743478,B13902127,"2025-11-22 09:47:34",0.7577,14,chiatiling2
10,14674066,B11901166,"2025-11-21 09:56:57",0.7575,31,b11901166
11,14648336,"[Deleted] 4bce4bf9-27a8-4cd2-bd44-2e57280113a4","2025-11-16 06:01:38",0.7573,12,del=fd2ee24f52a03ee3
12,14757753,D13922001,"2025-11-19 03:26:26",0.7573,6,d13922001
13,14653343,R14922101,"2025-11-21 17:38:58",0.7560,27,r14922101
14,14685550,D14944008,"2025-11-21 10:20:52",0.7552,20,mengkaihsu
15,14645007,D14922013,"2025-11-22 02:27:44",0.7526,21,ntud14922013
16,14647541,R14922A10,"2025-11-18 12:25:08",0.7509,23,skltrrf
17,14788590,R14944026,"2025-11-23 03:07:50",0.7508,13,colachenkc
18,14787987,R14922017,"2025-11-23 15:57:38",0.7496,5,kappaleee
19,14684074,B13901009,"2025-11-18 23:07:59",0.7496,12,chianrulin
20,14714125,R14922A14,"2025-11-20 00:09:34",0.7495,21,blebub
21,14642202,R14943148,"2025-11-18 04:02:38",0.7482,14,r14943148
22,14680054,r13943142,"2025-11-21 07:07:36",0.7475,26,r13943142
23,14646006,r14922126,"2025-11-20 12:26:15",0.7470,14,r14922126ntu
24,14772345,B13902014,"2025-11-23 03:21:19",0.7469,11,willychanntu
25,14726226,b12505014,"2025-11-22 14:37:56",0.7455,23,b12505014
26,14655657,B11202015,"2025-11-20 07:48:01",0.7452,18,enshengteng
27,14708296,R14922015,"2025-11-23 07:23:18",0.7452,26,weixuan0102
28,14713020,R14922A05,"2025-11-21 05:24:37",0.7448,20,r14922a05
29,14696078,b12505010,"2025-11-22 14:11:07",0.7445,27,b12505010
30,14652518,r14946008,"2025-11-21 12:45:23",0.7439,20,r14946008
31,14659544,R14922125,"2025-11-22 17:16:38",0.7436,41,dylan0413
32,14641344,R14944045,"2025-11-22 06:51:06",0.7432,35,r14944045
33,14662305,R13943063,"2025-11-23 12:34:41",0.7428,29,clc063
34,14739048,B11902166,"2025-11-20 01:43:55",0.7405,13,b11902166
35,14643138,R13922A24,"2025-11-22 08:49:41",0.7405,33,r13922a24ntuedutw
36,14780419,D13944014,"2025-11-20 09:28:19",0.7403,6,niewenhua
37,14707360,D14922020,"2025-11-21 15:23:37",0.7401,24,ntuonlyin
38,14648879,r14921017,"2025-11-22 01:30:15",0.7399,42,vicky1231
0,14629788,submission.csv,"2025-10-30 08:01:48",0.7395,1,
39,14647462,R14922140,"2025-11-21 12:45:13",0.7394,45,r14922140
40,14680843,r13922a23,"2025-11-22 03:09:38",0.7359,26,ntur13922a23
41,14724883,b11801004,"2025-11-21 11:06:53",0.7316,12,william25885
42,14708303,b10801011,"2025-11-23 15:21:41",0.7316,17,kkykk18
43,14766651,D13922020,"2025-11-21 19:14:02",0.7313,3,d13922020
44,14678362,b13902102,"2025-11-21 09:09:34",0.7299,20,gaga1664
45,14721515,b12505009,"2025-11-22 14:31:01",0.7288,24,b12505009
46,14686499,r14922115,"2025-11-21 10:31:31",0.7261,26,r14922115
47,14699461,R13943068,"2025-11-23 11:52:53",0.7248,10,r13943068ntu
48,14652942,D13922037,"2025-11-21 06:51:19",0.7236,6,roychao2026
49,14674277,R14922172,"2025-11-22 13:29:28",0.7229,30,r14922172t
50,14638595,R13521513,"2025-11-18 19:01:07",0.7220,11,yunlo0511
51,14720878,R14922073,"2025-11-19 01:06:06",0.7179,22,r14922073
52,14695185,R13521527,"2025-11-21 08:27:24",0.7176,15,ntuihungwu
53,14654097,R14944047,"2025-11-21 02:51:36",0.7176,16,r14944047
54,14685199,r13543067,"2025-11-21 10:52:27",0.7129,26,r13543067
55,14661727,r13543003,"2025-11-21 08:40:29",0.7129,12,chengyaoliang
56,14713205,r13943151,"2025-11-23 10:18:04",0.7098,6,r13943151
57,14669649,R14922A15,"2025-11-21 13:09:52",0.7090,24,ryanenn
58,14707440,R14922A13,"2025-11-21 15:18:51",0.7082,31,r14922a13
59,14681287,D14942014,"2025-11-16 05:41:01",0.7070,10,d14942014
60,14680987,R13922A15,"2025-11-21 08:03:06",0.7065,8,ntuhoshichen
61,14644327,R14944052,"2025-11-21 14:18:40",0.7063,6,r14944052
62,14643890,R14942142,"2025-11-22 11:24:11",0.7023,26,r14942142
63,14638810,R14922163,"2025-11-23 07:16:34",0.7017,6,lawrhis
64,14687181,r129220a9,"2025-11-21 09:03:56",0.7006,21,r129220a9
65,14651014,p14922002,"2025-11-21 13:58:57",0.6970,19,asasamdassadw
66,14713559,R14944050,"2025-11-21 15:21:08",0.6911,30,r14944050
67,14682004,R13521512,"2025-11-21 11:40:49",0.6903,17,markchen0823
68,14662715,B13901007,"2025-11-21 15:26:37",0.6883,11,sixianhsu
69,14741441,B11901174,"2025-11-22 08:10:14",0.6754,6,b11901174
70,14668557,R14922A11,"2025-11-21 14:44:25",0.6683,10,qwaszxwesdxc12
71,14651979,r14922121,"2025-11-21 11:00:38",0.6645,13,mazihheng
72,14808005,R13942140,"2025-11-21 15:40:29",0.6355,4,r13942140
73,14723723,r13922a13yueerhsu,"2025-11-23 15:53:31",0.6334,2,r13922a13yueerhsu
74,14720860,b13705012,"2025-11-21 15:29:41",0.6319,13,yujuanlin0215
75,14725250,R13922190,"2025-11-21 08:07:37",0.5710,10,r13922190
76,14695880,B11701165,"2025-11-18 12:05:32",0.5710,8,b11701165
77,14647289,R13922211,"2025-11-21 13:36:48",0.5524,26,r13922211ntu
78,14685329,R13724037,"2025-11-20 16:23:30",0.5498,15,yihsiangyang
79,14636446,D13944011,"2025-11-22 01:40:52",0.5480,22,d13944011
80,14653202,r13k41017,"2025-11-22 07:20:34",0.5465,19,r13k41017
81,14761691,d14922023,"2025-11-22 10:03:50",0.5383,22,d14922023
82,14742478,michael891114,"2025-11-21 10:58:45",0.5366,16,michael891114
83,14795599,akinesia112,"2025-11-21 09:38:10",0.5345,3,akinesia112
84,14654322,r14922A03,"2025-11-21 13:47:58",0.5344,13,hungyulun
85,14650655,b12701220,"2025-11-17 08:56:14",0.5344,9,chiumuen
86,14706790,R14944016,"2025-11-20 17:50:49",0.5344,19,chenyi0504
87,14742191,R13945041,"2025-11-18 13:54:50",0.5344,4,kakakamiko
88,14691635,R13943071,"2025-11-18 08:25:39",0.5344,3,shihshanchi
89,14759786,d13922024,"2025-11-21 14:20:46",0.5344,12,cyma6060
90,14774878,R13944057,"2025-11-21 10:22:37",0.5344,2,jiasui
91,14636552,r13943105,"2025-11-21 14:16:24",0.5344,13,r13943105
92,14788046,b09605011,"2025-11-22 14:46:46",0.5344,4,jljklioio
93,14804544,b09902018,"2025-11-22 15:02:54",0.5344,2,b09902018
94,14789811,D12922035,"2025-11-23 13:34:34",0.5344,3,chujunpengjunior
95,14679625,R13943141,"2025-11-21 11:57:22",0.5218,20,hank7171
96,14668164,B12902115,"2025-11-21 12:29:52",0.5214,15,b12902115
97,14665291,R14943081,"2025-11-21 07:29:54",0.5136,6,shangtinglin
98,14646891,A14922107,"2025-11-19 04:05:15",0.5070,7,a14922107
99,14652512,U112582009,"2025-11-21 08:39:10",0.5055,9,cghaocg
100,14692651,r13922142,"2025-11-12 15:10:48",0.5011,9,r13922142
101,14744471,D14922008,"2025-11-21 16:16:04",0.4942,8,d14922008
102,14678940,"[Deleted] 42af15bc-b81f-49bc-99d8-79951b243286","2025-11-20 13:31:41",0.4843,2,del=6bed40f34c163ea4
103,14732936,R12723057,"2025-11-18 15:26:32",0.4548,10,r12723057
104,14656286,R14944061,"2025-11-20 20:41:20",0.4397,7,r14944061abulkalam
105,14730587,R14C42010,"2025-11-19 23:08:31",0.4200,10,r14c42010
106,14779319,B10502086,"2025-11-22 01:39:39",0.3586,2,timothykuo0322
107,14636444,R14942148,"2025-11-05 06:57:41",0.3443,6,r14942148
108,14803224,r13725020,"2025-11-23 14:33:41",0.3345,4,r13725020
109,14797524,t14902204,"2025-11-22 08:56:51",0.0026,1,jidapachong
